word.n.01	word.n.01|term.n.01|terminology.n.01	117457202|117476893|117501783|117502165|117507715|117513189|117517145|117520306|117522311|117525179|117530588|117538796|117560540|117560552|117569270|117571070|117571936|117573858|117586741|117608197|117629975|101094251|117950962|117951048|117989135|109686633|109690061|109717523|109842687|109903612|109903737|118298306|118310902|109961208|109981917|109984235|109993892|118868024|102103470|120778834|112401514|121273115|104504161|121339769|121366915|121368235|121370814|121377600|121377748|121377788|121382253|121385115|121387029|121391741|121393704|121398308|121407058|121407936|121410509|121412856|121420875|121425051|121447502|121452967|121458144|121462243|121470104|121477594|121480701|121486200|121486607|121489563|121489680|121491925|121492123|121496375|121500550|121501227|121504605|121506521|121517374|121517897|121523509|121525034|121526661|121943330|121945067|121951208|121953046|121954478|121954512|121960184|121966562|121976533|121987416|121988343|121994588|122001887|122006831|122009912|105316324|105421727|122682565|122682641|122683187|122696741|122698004|122721738|106135766|106470508|106547814|123529506|123529657|107019148|107020308|107020807|107020928|107021198|107021633|107268088|107426526|107426770|107427063|107427246|107427348|107427548|107460076|107462023|107462271|107462281|107462346|107462649|107462734|107466688|107470580|107470877|107472170|107473443|107477470|107477672|107493279|116081754|116571185|116571193|108190592|116592767|116592803|108556189|108911457|108911469|108917775|108917784|108973982|117569453|121405225|121514834|121959658|121966193|122722345|110410171
expressive_style.n.01	expressive_style.n.01	100710609|109111826|109111986|109112020|109112527|109112588|109112678|109113752|100739037|100756033|100761687|100785331|117600416|118291837|118294583|118297164|118297442|118298063|118298125|118298424|118298487|109980983|101772659|102075704|118872144|112417668|104294366|104499800|104501803|104501829|104502145|104502315|104502404|104502415|104502532|104502560|104502899|104503723|104505468|104506415|104506433|104506555|104506892|104507142|104507542|104509577|104509626|104509996|104510098|104510156|121355523|121452452|121486228|121944940|121958001|121958087|105330467|105360034|105360156|122675758|122681305|122682821|122682834|122682853|122682880|122739017|114549620|106789657|107452922|107452986|107461319|107461418|107462603|107465835|107466281|107466316|107467503|107469680|107471171|107474729|107493852|107496143|116884690|108556991|108960704
enunciation.n.01	enunciation.n.01	117600501|109299568|109299859|109529748|117945407|118376973|118390586|102073837|102074168|102075376|102075738|102075764|102075859|102076121|102077143|102077192|102077215|118875264|119294317|119294536|104286997|104287503|104287712|104287874|104292889|104294106|104295824|104296296|104505993|104506079|104528628|104528634|104529703|104530771|104531823|104533406|104536476|104539999|104542444|104543071|104567668|113525771|113552705|121959984|121960016|121972330|122640335|122664134|122698065|123328345|107428296|107429878|107429955|107452585|107455967|107456829|107460449|107460460|107463360|107494163|107496858|107650135|108556221|108802852
saying.n.01	saying.n.01|dialect.n.01	117454846|117505786|117538921|117556147|117568130|117569328|117571265|117577398|117581669|117591966|117601033|117604770|117608096|117627052|117631954|117632051|117635176|109359217|117952544|109690007|109899872|119032501|102290803|112405501|112405889|112406582|112406877|112409877|112453553|104475263|104499815|104509038|104587888|121369092|121373537|121390120|121419405|121485870|121488535|121491276|121494306|121506105|121543185|121982864|122001788|106187840|106218152|106218209|106221221|106227974|106315311|107452445|107453100|107453450|107453867|107456402|107460663|107460880|107460976|118872494|122620090|108033450
speech.n.02	speech.n.02|language.n.01|natural_language.n.01|language.n.05	117475440|117475447|117537542|117600472|109216109|109957524|118376884|118391982|110387798|118867321|118867936|104287935|104292789|104495702|104587921|104587949|121384613|121390136|121392578|121406736|121412277|121455360|121471798|121480186|121530034|121530352|121942168|121964192|121964702|121986755|122682432|122682538|122682548|106771630|107455995|107456086|107466664|107467564|107475390|107475934|109719796|109810774|109813157|110387810|102030606|104506137|121355747|104587853|121419465|121455311|121455383|121457551|121486144|121487526|121530045|121530555|121952995|121958059|121959669|122682467|107457075|107461524|107467359|107474612|107475414|108029478|108030422|123564382|108179448
wording.n.01	wording.n.01|formulation.n.03	117633342|117947406|102075582|103650968|112454872|104287514|104287656|104292637|104294635|104295155|104295803|104295901|104499751|104499822|104509462|104528642|104531574|104531754|104538943|104539116|104539893|104543014|121447647|121950211|121959400|121960346|121962166|114552755|107457890|122666199|106129829
statement.n.01	statement.n.01|word.n.02|assertion.n.01|declaration.n.01|narrative.n.01|testimony.n.02|allegation.n.02|parole.n.01	117454065|117567243|118311112|110405778|110405839|119032144|119033003|103516808|121398802|121399310|121402293|121427840|121431066|121456872|121467532|121470471|121473896|121474053|121476807|121477849|121482178|121485421|121487562|121503367|121506657|121540966|121548248|121990691|102075445|121268926|121435008|121459463|121477111|121488489|121488836|121520177|121537110|107428106|121417091|121459400|121504591|121506494|121436517|121485475|121488182|121491742|121944749|121948433|121440903|121474847
passage.n.02	passage.n.02|excerpt.n.01|passage.n.06	110403777|110403850|112427183|112430521|112442214|112447922|121457740|121517757|121531868|121554370|121991748|122003905|123198505|107457507|107457978|107458076|107460232|107460318|107460517|107467847|107468176|107468607|107470501|107473782|107474710|107474739|107475634|117513077|107476024
phrase.n.01	phrase.n.01|sentence.n.01|term.n.05	109245145|109272513|117952311|112429997|104296486|104475175|104475196|121504309|121942153|121961755|105271681|122678405|122682883|122698034|108632580|117453635|117458602|112400437|112440309|104506703|106289925|123335844|107454050|119031979
expression.n.03	expression.n.03	117476823|117617040|117712226|117712249|112401568|112401852|104208572|104288114|121530390|106422229|115243160|107453333|107453689|107456493
