word.n.01	word.n.01|term.n.01|name.n.01|noun.n.01|appellation.n.01|verb.n.02|title.n.06	117453482|117458867|117491316|117494868|109113576|109119294|117556473|117567122|109180883|109184886|117583315|100857744|100860687|109276462|109287888|109300852|109331068|109361119|109400620|101065020|101159224|101175777|101178674|101191257|117981509|101207591|101216791|101219708|101220049|101220098|101220645|101222326|109647068|101273649|101273664|109735117|109735153|109779104|109848674|109849007|109849039|109882297|118342971|118357572|118376813|118377053|118377116|118416149|118424969|101678861|118468491|118468737|118479265|110091235|110097465|110101918|101713372|110109513|118498626|118498686|118498933|118499117|118510038|101734961|101734970|101736856|101752204|101752811|110145511|101758566|110151685|110153224|110158821|110160705|110167578|110168274|110168315|110172147|110172479|101786082|110176484|110183380|110184903|110190233|110205781|110206209|110227649|110233132|101852925|101868354|101917784|101995851|110390593|110406316|102026939|118845907|118869381|118874043|102099337|102099951|102111931|102207207|118988635|119006678|119012790|119017433|102250960|119028901|103021948|103076472|103092232|103098120|103100276|103108263|103115375|103115450|103154889|103157268|103189982|103365687|103380647|103404506|103423342|103426418|103426967|120663815|120667795|120669962|120692977|120758876|120825753|120825806|120825988|120826032|120826382|120826425|120826437|120826954|120826967|120827456|120827463|120830224|120831985|120832950|120833045|120833135|120833691|104062163|120839685|120842638|120843761|120847781|120852613|120855540|120856569|120944655|120966847|121070393|121074928|121351366|121367055|121382356|121387291|121487724|121524450|121525333|121552135|104885058|104887948|104887990|104888619|104891382|104891625|104892666|104894271|104901466|104901524|104905513|104905527|104905822|104979528|105003147|105003696|113407857|113416948|105043300|113525776|113525784|121954755|121954772|121954801|121954816|121961985|121967321|122003913|105421728|105743272|105829505|122666658|122674174|122713635|122714881|106154817|106154969|106154998|106175506|106261592|106263107|106270666|114661151|114661165|106272801|106274825|106274907|106284452|106288231|106301305|106312526|106360829|106439148|106444221|106580498|114984309|115444045|107066915|115500489|123911673|107146138|115545301|107560453|107696404|116171478|116173222|124613158|107888642|107891297|116292053|107920559|107922436|124718058|108152775|108158850|108167491|108178378|108279767|108297557|108360954|108509375|116901189|108611662|108709305|117172938|100416939|108865263|108910517|108916882|117314167|108929621|117320453|117330088|117338926|108962770|108974044|101805001|102166407|102215127|102245610|103111257|113406438|117133261|117141697|101734698|113355189|103956815|104293382|109351251|109784846|114647803
verb.n.01	verb.n.01|noun.n.02|part_of_speech.n.01	109308002|109749218|109887454|101736163|101736172|101738750|101738758|101767773|101785892|101785905|101785944|101785997|101786156|101786277|101786560|102328682|103953764|103953902|103954191|103954227|103954261|103954284|103954307|103954311|103954316|103954338|103954599|103954603|103954688|103956818|103956830|103956836|103956840|103956862|103956954|103957515|103957531|103957619|103957729|112400851|112447860|112447889|104292904|104293257|104293311|104293396|104502611|104502830|104599342|113355235|122682625|122682686|106125427|106150853|106175154|106300748|106305672|106308451|106311266|106422188|123205604|107018736|107019163|107019592|107020306|107020327|107020547|107020674|107020829|107021278|107021282|107452643|107453267|107453326|107453404|107453434|107453496|107453572|107454097|107455989|107456060|107458820|107458888|107458963|107458987|107459064|107459121|107459298|107459719|107459760|107459835|107459874|107459913|107462461|107462848|107463189|107466660|107470497|107472173|107472183|107473343|107474553|107476937|106272822|106329540|107020811|107452671|106272882
son.n.02	son.n.02	117476059|117484303|117486692|117486757|117486770|117524338|117540606|117550463|117561774|117583340|117584745|110126142|110148389|110153830|110190031|110190205|110211202|110211649|110222646|110224241|110226579|110230761|119006209|119021066|119037936|119037942|120667382|120826480|121387236|121407291|104881521|104916598|104916619|104922032|104951903|104972472|104973226|104978489|104979193|104980115|105003179|106154756|106170458|106200344|106321223|107851178|107888255|107888404|107892474|107897021|107897393|107897420|107897466|107914829|107928677|116319831|107943953|107944619|107945037|107945774|107948823|107948882|107948977|107949430|107949444|107951052|107954140|107954656|107955618|107956790|107958504|107960865|107962749|107966764|107971576|107973992|107975021|108114227|108116959|108189093|108263266|108276518|108280399|117372346|117380565
saying.n.01	saying.n.01|motto.n.01|maxim.n.01	117481936|117509040|109137130|117586680|109306922|101298952|101425818|101586351|118377021|101659201|110117636|110124934|110125434|110125463|110126049|110126075|110129568|110132830|110132849|110140595|110142102|101761501|110155341|110157759|110157790|110171988|101784096|101884129|101971500|101971529|101971548|101971850|101972425|102053272|102134120|103357742|103382380|103382437|103415536|120693434|120842990|104899620|104902902|104933768|104989621|121949124|106159817|108032482|108371687|103357724|123331712
word.n.02	word.n.02|parole.n.01|statement.n.01|announcement.n.01	100830235|101176307|109842273|118451668|110109267|110122667|110145463|110165176|110171701|110174206|110230772|120693468|112416333|120826926|120836422|104899531|104903014|104903818|104905966|104986014|113496824|106360824|106363026|114983119|114986113|115358844|115423058|115434128|107478588|116071659|107907410|107920170|107922390|108039623|108099886|108168139|117039113|100307054|100307897|100308085|108917928|117324387|117324525|109000561|100964615|110124510|110127732|119043702|120839259|121034486|104893991|104903903|104908675|104971958|104983997|106154774|106277460|107850867|107875528|107877275|107892288|107902219|107915413|107923273|116319898|107932828|107933600|107934455|107938792|107943331|107949128|107950126|107997835|108179165|108266283|108271407|108303456|108363097|108363105|108368996|108378044|118499886|102264273|117168056
phrase.n.01	phrase.n.01|sentence.n.01	109111465|109185855|101372387|118379740|118424708|118433997|118450042|118464508|118498556|101726120|101726172|118508126|101759000|101857731|101904716|101940816|101949223|101949388|101949405|101957092|101970937|102040307|102147533|102192347|102203428|102318952|103233166|103410910|103417181|120766646|113532853|122650487|115439277|124717097|116884701|108632565|108876028|102263881|102264635|105320146|117123416
thing.n.02	thing.n.02|thing.n.05	104883565|104886537|104893900|104897434|104901285|104905782|104916194|104916204|104923361|104943327|104983969|104999952|105006892|105006935|106157282|107871235|107882299|107894218|107901641|107905033|107908517|107917887|107918272|107918556|116321391|116323170|107952534|107961453|107983672|108262495|110125399|104881518|104886110|104886640|104901195|104901662|104908702|105002187|116317410
word.n.04	word.n.04|commandment.n.01	120848652|104905415|104905538|104945051|104978548|104984778|104991976|104999599|106200356|107850103|107903090|107925532|107944690|107948020|107948924|107949216|107961057|107963616|107989033|108252055|108367485|104982238|104990109|107945600|108035438|108060787
topic.n.02	topic.n.02	119023366|121154628|104887486|104911461|104923430|104989454|105002265|107885799|107892990|107931310|116319985|108361060|108365718|108365895|108372980
speech.n.02	speech.n.02|speech.n.03|language.n.01|conversation.n.01	101142585|101643173|101664529|118988597|120684383|121378862|106163995|106494240|108272517|108838976|117564310|108103513|106274922|106569638|106441793
