121346336	mouse	a mouse made friends with a frog and invited him to dinner . He took him into a very well - stocked storeroom where there was bread , meat , cheese , olives , figs .	1
121346402	mouse	But the mouse said : '	2
121346425	mouse	And he tied the mouse 's foot to his own with a string and jumped into the pool , pulling the mouse with him .	4
121346436	mouse	And he tied the mouse 's foot to his own with a string and jumped into the pool , pulling the mouse with him .	21
121346441	mouse	As the mouse drowned he said : ' Even though I 'm dead , I 'll pay you off . '	2
121346473	mouse	As the mouse lay floating on the water a water bird carried him off with the frog tied to him , and when he had finished eating the mouse , he got his claws into the frog .	28
121346482	mouse	As the mouse lay floating on the water a water bird carried him off with the frog tied to him , and when he had finished eating the mouse , he got his claws into the frog .	28
121346490	mouse	This is the way the mouse punished the frog .	5
118392084	muscle	I might illustrate by the case of old men : all the firm parts of the body resist the ravages of time , namely , the bones and the muscles ; but everything else shrivels up .	29
117683590	mouse	For does he fall into trouble on account of the mouse which is nurtured in the house ?	10
117716450	mouse	then if a mouse should leap down and make a noise , you are a dead man .	3
108686879	mouse	Moreover , because the squeak of a shrew - mouse ( they call it ) was heard just as Minucius the dictator appointed Caius Flaminius his master of horse , the people deposed these officials and put others in their places . And although they were punctilious in such trifling matters , they did not fall into any superstition , because they made no change or deviation in their ancient rites .	9
108767927	mouse	and after mice had gnawed consecrated gold in a temple , the keepers caught one of them , a female , in a trap , and in the very trap she brought forth five young ones , and ate up three of them .	2
108850798	mouse	But when they saw no brilliant array whatever , but an old man lying in some grass by the sea , his body small and contemptible , covered with a cloak that was coarse and mean , they were moved to laughter and jesting , saying that here was an illustration of the fable , “ a mountain is in travail , and then a mouse is born . ”	65
109002640	mouse	A father and a son were sitting in a room and had abandoned all hope . Then a dead mouse fell from the ceiling , and the two , when they saw it , sprang up and fought with one another for it .	19
109189470	mouse	Brasidas caught a mouse among some dry figs , and , getting bitten , let it go . Then , turning to those who were present , he said , “ There is nothing so small that it can not save its life , if it has the courage to defend itself against those who would lay hand on it . ”	3
109199265	mouse	At another time he saw a mouse being dragged from a hole by a boy who had hold of him , and the mouse turned and bit the hand that held him and escaped ; whereupon Agesilaus called the attention of the bystanders to this , and said , “ When the smallest animal thus defends itself against those who do it wrong , consider what it becomes men to do . ”	6
109199275	mouse	At another time he saw a mouse being dragged from a hole by a boy who had hold of him , and the mouse turned and bit the hand that held him and escaped ; whereupon Agesilaus called the attention of the bystanders to this , and said , “ When the smallest animal thus defends itself against those who do it wrong , consider what it becomes men to do . ”	23
109205173	mouse	Brasidas caught a mouse among some figs , and , when he got bitten , let it go .	3
109284815	rat	In fact , they believe that some of the plants belong to the good god and others to the evil daemon ; so also of the animals they think that dogs , fowls , and hedgehogs , for example , belong to the good god , but that water - rats belong to the evil one ;	50
109367009	mouse	to whom they part with nothing whilst they are alive ; but , like those mice that live in mines and pick up and eat the golden sands and ore , you can not come by any of that gold , till you anatomize them to find it after they are dead .	15
109372572	mouse	and the Persian Magi were killers of mice , as creatures which they both hated themselves and accounted odious to God .	7
116962807	mouse	But Glaucus , while he was yet a child , in chasing a mouse fell into a jar of honey and was drowned .	13
118108476	muscle	The word “ rectus femoris ” describes the muscles above the knee ; while “ patella ” describes the bones above the knee .	8
118108523	muscle	The gastrocnemius is the large muscle on the back of the leg , from which the broad nerve ( the Achilles tendon ) extends towards the heel .	5
118108694	muscle	We attempt to name the internal parts by dissecting the monkey , since monkeys are most similar in nature to man -in terms of their bones , muscles , viscera , arteries , veins , and nerves .	27
118109028	muscle	And those around the lower jaw are the masseter muscles .	9
118110316	muscle	The muscles inside of the loins are the psoas ; they are the only muscles in the entire spinal area which are located near the loins .	1
118110415	muscle	Cleitarchus incorrectly labeled the psoas as follows : ( 1 ) muscles external to the spine , ( 2 ) the mother of nerves , and ( 3 ) foxes .	11
118111047	muscle	The cords projecting from the nape of the neck , as well as the one escaping from the muscle ( calf ) to the heel ( Achilles tendon ) are called “ tendons . ”	18
118111115	muscle	The flesh of the muscles is fibrous and sturdy .	4
118114161	muscle	Muscle is a solid and dense body . It is not simple ; rather , it is a mixture of nerves , veins , and arteries . It is not devoid of sensation and is the locus of voluntary motion .	0
118114318	muscle	According to Herophilus , there are nerves of voluntary motion which originate in the brain and spinal marrow . They attach either from bone to bone , from muscle to muscle , or between joints ( tendons ) .	28
118114320	muscle	According to Herophilus , there are nerves of voluntary motion which originate in the brain and spinal marrow . They attach either from bone to bone , from muscle to muscle , or between joints ( tendons ) .	30
119333330	muscle	They are affections of the muscles and tendons about the jaws ; but the illness is communicated to the whole frame ,	5
119333457	muscle	The causes of these complaints are many ; for some are apt to supervene on the wound of a membrane , or of muscles , or of punctured nerves , when , for the most part , the patients die ; for , " spasm from a wound is fatal . "	23
