100044484	wood	and cattle from the city ; bring wine also and grain for your horses and gather much wood , that from dark till dawn we may burn watchfires whose flare may reach to heaven .	17
100044791	wood	They made haste to bring sheep and cattle from the city , they brought wine also and grain from their houses and gathered much wood .	24
100122027	stump	There is a stump of a dead tree - oak or pine as it may be — some six feet above the ground ,	3
100133608	wood	Bring wood , O Trojans , to the city , and fear no cunning ambush of the Argives ,	1
100257617	timber	Look about you very carefully and throw out Demeter 's holy grain upon the well - rolled threshing floor on the seventh of the mid - month . Let the woodman cut beams for house building and plenty of ships ' timbers , such as are suitable for ships .	41
121333645	wood	Put it in the pot , put some water in with it , put it on the cooking hearth , put some wood under it , and light it ; if it starts to go out , blow on it .	22
121336591	wood	After hearing what Xanthus said to him , Aesop went out the next day to the market and looked for a man who was not a busybody . After he had watched many men pass by he finally spotted a man who was crude in appearance but civil enough in his behavior . He was driving a little ass loaded with wood , avoiding the confusion of the throngs , and talking to his ass .	61
121336634	wood	and get the wood sold for a dozen farthings , the sooner you 'll get two of them for fodder . I 'll take two for myself , and we 'll keep the eight against bad times , for fear we 'll get sick or some bad weather will come along unexpectedly and keep us from getting out ;	3
121336736	wood	and Aesop said , " How much do you want for your wood ? "	12
121336849	wood	Good sir , you 've sold your wood .	7
121336891	wood	And he led him to the house , unloaded the wood , paid him , and said , " Good sir , my master asks you to have dinner with him ; so leave your ass in the courtyard ,	10
121344385	wood	When they got aloft , they shouted , " Give us the mud and bricks and wood and whatever is required for the building . "	16
121345360	driftwood	Still jibing at them he said , " Men of Delphi , you are like a piece of driftwood floating on the sea ;	18
100875963	stick	And after that he gathered dry sticks and utterly destroyed with fire all the hoofs and all the heads .	6
120575081	timber	These are either logs of timber , or round stones , or wagons carrying weights , or round vessels packed with gravel or with earth .	5
120575198	timber	The tortoise , having the shape of a wedge , carried by armed men , is brought up on one - foot(-thick ) square timbers — being smooth as to its surface — or ? < on > wheels ( emanating ) out of the base , and it has iron < nails > ? so that , when set in place , it would be pegged to the ground and would not be dragged along by the collision .	24
120575233	timber	It will also have a diagonal timber as its face , to support it against overturning .	6
120575502	timber	For digging , then : timbers like this are placed against the wall , cut to a nicety so as to fit the wall as they lean against it .	5
120575550	timber	There will be three or four or five square timbers , in length not less than ten feet , in thickness not less than a foot .	9
120575570	timber	In some tortoises let the ends of these timbers have spurs , in order that they may stick in the ground and not be unstable .	8
120575861	timber	On to these timbers of the tortoises let hair screens be hung and planks be nailed , to prevent either hot sand or pitch or oil being poured out and dropped on to the men at their work .	3
120575892	timber	And let flat - headed nails , half a foot long , be nailed into the almost - upright timbers , driven into them less than completely so that they stand out , and let the intervening place be filled with soft clay , which will be held in place both by the tight packing of the nails and by their flat heads .	19
