100055860	rainbow	There were serpents of lapis lazuli that reared themselves up towards the neck , three upon either side , like the rainbows which the son of Kronos has set in heaven as a sign to mortal men .	21
100095221	bow	As when Zeus bends his bright bow in heaven in token to humankind either of war or of the chill storms that stay men from their labor and plague the flocks — even so , wrapped in such radiant raiment , did Athena go in among the host and speak man by man to each .	6
118378036	rainbow	and the destruction of many or a mighty downpour of rain , or of hail or of snow , or who stretches the dark blue rainbow across the sky , the symbol of war , or who sends a shooting star , which hurls forth a stream of sparks , a dread portent to sailors or soldiers , or who sends grievous strife upon Greeks and barbarians so as to inspire tired and despairing men with unceasing love for war and battle ,	25
109278787	rainbow	Just as the rainbow , according to the account of the mathematicians , is a reflection of the sun , and owes its many hues to the withdrawal of our gaze from the sun and our fixing it on the cloud , so the somewhat fanciful accounts here set down are but reflections of some true tale which turns back our thoughts to other matters ; their sacrifices plainly suggest this , in that they have mourning and melancholy reflected in them ; and so also does the structure of their temples , which in one portion are expanded into wrings and into uncovered and unobstructed corridors , and in another portion have secret vesting - rooms in the darkness under ground , like cells or chapels ; and not the least important suggestion is the opinion held regarding the shrines of Osiris , whose body is said to have been laid in many different places .	3
109306417	rainbow	It is a fact that children take more delight and satisfaction in seeing rainbows , haloes , and comets than in seeing moon and sun ; and so these persons yearn for the riddles , allegories , and metaphors which are but reflections of the prophetic art when it acts upon a human imagination . And if they can not ascertain to their satisfaction the reason for the change , they go away , after pronouncing judgement against the god , but not against us nor against themselves for being unable by reasoning to attain to a comprehension of the god ’s purpose . ”	13
109387656	rainbow	At length , after he had been carried as far another way as when he was transported to the yawning overture , he thought he beheld a prodigious standing goblet , into which several rivers discharged themselves ; among which there was one whiter than snow or the foam of the sea , another resembled the purple color of the rainbow . The tinctures of the rest were various ; besides that , they had their several lustres at a distance .	60
109506937	iris	But the public activity of old men is not only in speech but also in actions , free from ostentation and desire for popularity , and , therefore , just as they say that the iris , when it has grown old and has blown off its fetid and foul smell , acquires a more fragrant odour , so no opinion or counsel of old men is turbulent , but they are all weighty and composed .	35
118106420	iris	The iris is that which extends from the pupil to the white part of the eye .	1
118106482	iris	horn - like coating of the eye extends from the midpoint to the iris	13
119332612	rainbow	if it be near the accession of the paroxysm , there are before the sight circular flashes of purple or black colours , or of all mixed together , so as to exhibit the appearance of the rainbow expanded in the heavens ; noises in the ears ; a heavy smell ; they are passionate ,	37
119371181	iris	This is a very excellent linctus : Of cardamom , of mustard , and of the hair of hyssop equal parts ; of the root of iris , one part , with a double quantity of natron ; of pepper , to the amount of one - third . Having mixed up all these things together , and having separated the jaw , pour into the mouth , and even beyond the tonsils , so that the things may be swallowed .	26
119375913	iris	water ; and we may confidently sprinkle on each some of the root of iris	14
119381786	iris	mallow ; but on the third day a cerate , made with nut - ben , or the hairy leaves of wormwood and iris .	23
119390087	iris	But if you wish to dry , the best thing is myrrh , or the root of iris , the medicine from vipers , and that of Vestinus , of Mithridates , and many others .	17
119393154	iris	let a goat feed on the herb iris ,	7
119393824	iris	natron , the burnt lees of wine , alum , sulphur vivum , costus , iris , and pepper ,	15
115253390	rainbow	And the rainbows that appear from time to time signify storms after clear weather and clear weather after storms .	2
113332923	rainbow	The change is nowhere more apparent than in those rainbow rings at the ends of his feathers :	9
113349030	rainbow	The rampart is lofty and of many colors , in the rainbow style .	11
115769052	iris	Here in Chaeroneia they distil unguents from flowers , namely , the lily , the rose , the narcissus and the iris .	21
115769081	iris	The iris grows in marshes , is in size as large as a lily , but is not white in color , and smells less sweet .	1
116771872	iris	Kites take buck - thorn , falcons picris , while turtle - doves take the fruit of the iris , ravens the agnus - castus tree , but hoopoes maidenhair fern , which some call ' lovely hair ' ; the crow takes vervain , the shearwater ivy , the heron a crab , the partridge the hairy head of a reed , thrushes a sprig of myrtle .	18
116833089	rainbow	for they are encircled with rings of fiery hue , and to look at them you would say that with the blending of their colours they were copying the rainbow , Nature having painted parallel stripes upon them .	29
116901889	rainbow	And that the rainbow is the beams of the Sun :	3
109769024	iris	And of the camels , some bore three hundred minæ weight of frankincense , and three hundred of myrrh , and two hundred of saffron , and cassia , and cinnamon , and iris , and two hundred of other spices .	33
109983622	iris	And this garland is made of the flower called ( soapwort ) , which is mentioned by Theophrastus , in the sixth book of his Natural History , in these words — “ The iris also blooms in the summer , and so does the flower called which is a very pretty flower to the eye , but destitute of scent . ”	34
109984885	iris	“ But the iris , ” says Theophrastus , “ blooms in the summer , and is the only one of all the European flowers which has a sweet scent .	3
109987782	iris	as Apollonius of Herophila says in his treatise on Perfumes , where he writes — “ The iris is best in Elis , and at Cyzicus ;	17
115430731	halo	for as he was entering Rome a great halo with the colours of the rainbow surrounded the whole sun .	8
117377288	rainbow	And as the halo is not a god , nor the rainbow either , but conditions of the atmosphere and clouds ; and precisely as day is not a god , nor month , nor year , nor time which is made up of these ; so also neither is the sun or moon , by which each of the before - mentioned periods is marked off .	11
117607127	rainbow	But it is not possible to copy accurately even the likenesses of the organs ; since , were it so , one might model the sun , as it is seen , and take the likeness of the rainbow in colours .	38
118773222	rainbow	APOLLONIUS says that he himself ascended mostly on the south side of the ridge , following the Indian , and that the first thing he saw was a well four fathoms deep , above the mouth of which there rose a sheen of deep blue light ; and at midday when the sun was stationary about it , the sheen of light was always drawn up on high by the rays , and in its ascent assumed the look of a glowing rainbow .	82
118845304	rainbow	The orb of the sun was surrounded by a wreath which resembled a rainbow , but dimmed the sunlight . That the heavenly sign portended a revolution was of course clear to all .	13
118857670	rainbow	He was trying to show how rich and how many - sided is the art of the sophists , and taking the rainbow as the image of an oration , he began his discourse thus : "	22
118857681	rainbow	He who sees the rainbow only as a single colour does not see a sight to marvel at , but he who sees how many colours it has , marvels more . "	4
120972645	rainbow	for its colour does not remain the same but changes and takes on all the hues of the rainbow .	18
