120777329	pomegranate	That the wingless xoanon of Nike Athena with a pomegranate in her right hand and a helmet in her left was honored by the Athenians , Heliodoros the periegete has shown in book 1 of On the Acropolis .	9
109071985	pomegranate	Moreover , in the beginning he appeared to be altogether emulous of the gentleness of the Artaxerxes whose name he bore , showing himself very agreeable in intercourse , and bestowing greater honours and favours than were really deserved , while from all his punishments he took away the element of insult or vindictive pleasure , and in his acceptance and bestowal of favours appeared no less gracious and kindly to the givers than to the recipients . For there was no gift so small that he did not accept it with alacrity ; indeed , when a certain Omisus brought him a single pomegranate of surpassing size , he said : “ By Mithra , this man would speedily make a city great instead of small were he entrusted with it . ”	104
111194414	pomegranate	I say ‘ improper order ' if it so happens that they take apples and pomegranates first , and vegetables with olive and fish oil last ,	15
117964096	pomegranate	As I entered it today around noon , beneath the pomegranates and myrtles , a boy could be seen , holding myrtle and pomegranates . He was as white as milk and blond like fire and glistening clean as if he had just bathed .	23
117964141	rose	Well , when I caught sight of him , I rushed at him to catch him . That presumptuous pipsqueak was destroying my myrtles and roses .	25
117975107	pomegranate_tree	It held every kind of tree , apple trees , myrtles , pear trees , pomegranate trees , figs , and olive trees .	15
113346364	fruit	and other fruits were gathered thirteen times ,	2
115667099	pomegranate	Around him are vines , apple - trees and pomegranate - trees .	9
121136796	pomegranate	For as the pomegranate , with the rind containing it , has within it many cells and compartments which are separated by tissues , and has also many seeds dwelling in it , so the whole creation is contained by the spirit of God , and the containing spirit is along with the creation contained by the hand of God .	3
121136849	pomegranate	As , therefore , the seed of the pomegranate , dwelling inside , can not see what is outside the rind , itself being within ; so neither can man , who along with the whole creation is enclosed by the hand of God , behold God .	8
109692951	pomegranate	saying , “ Nuts , pomegranates , dates , and other sweetmeats , and small casks of Phœnician wine . ”	5
109701406	pomegranate	“ Grapes , and pomegranates , and palms , And other ”	4
109739029	mullet	There is scent of Syrian myrrh , There is incense , there is spice ; There are delicate cakes and loaves , Cakes of meal and polypi , Tripe , and fat , and sausages , Soup , and beet , and figs , and pease , Garlic , various kinds of tunnies , Ptisan , pulse , and toast and muffins , Beans , and various kinds of vetches , Honey , cheese , and cheesecakes too , Wheat , and nuts , and barley - groats , Boasted crabs , and mullets boil'd , Roasted cuttle - fish , boiled turbot , Frogs , and perch , and mussels too , Sharks , and roach , and gudgeons too , Fish from doves and cuckoos named , Plaice , and flounders , shrimps , and rays .	93
109865542	pomegranate	And the dessert was lupins or beans as a general rule ; but sometimes some fruits , such as ere in season , were brought in ; in summer , pears or pomegranates ; and in spring , pulse ; and in winter , figs .	32
109948302	grape	“ In early spring the gold Cydonian apples , Water'd by streams from ever - flowing rivers , Where the pure garden of the Virgins is , And the young grapes , growing beneath the shade Of ample branches flourish and increase : But Love , who never rests , gives me no shade , Nor any recruiting dew ; but like the wind , Fierce rushing from the north , with rapid fire , Urged on by Venus , with its maddening drought Burns up my heart , and from my earliest youth , Rules o '	30
109970089	pear	Coptè and grapes , dried figs , and pears and peaches Apples and almonds . " ” These are the words of Clearchus .	8
109970956	pomegranate	And of pomegranates some kinds are said to be destitute of kernels , and some to have hard ones .	2
109970974	pomegranate	and Hermippus , in his Cercopes , says — “ Have you e ' er seen the pomegranate 's kernel in snow ?	17
109971005	pomegranate	“ You are speaking of apples and pomegranates .	7
109971013	pomegranate	” Alexis also , in his Suitors , has the line — “ He took the rich pomegranates from their hands .	17
109971025	pomegranate	” But Agatharchides , in the nineteenth book of his History of Europe , tells us that the Bœotians call pomegranates not but speaking thus : —	20
109971057	pomegranate	“ As the Athenians were disputing with the Bœotians about a district which they called Sidæ , Epaminondas , while engaged in upholding the claims of the Bœotians , suddenly lifted up in his left hand a pomegranate which he had concealed , and showed it to the Athenians , asking them what they called it , and when they said But we , ' said he , ' call it . ' And the district bears the pomegranate -	37
109971069	tree	tree in great abundance , from which it originally derived its name .	0
